GeneName,gid,AOP_ID,KeyEventName,kid,IsMIE
G proteins,[NCBIGene:9567],235,Release of G Proteins,1426,false
G proteins,[NCBIGene:9567],235,Opening of G protein gated inward rectifying K channels,1427,false
G proteins,[NCBIGene:9567],235,Serotonin 1A Receptor Agonism,1431,true
G proteins,[NCBIGene:9567],235,Anti-depressant Activity,1432,false
GPCRs,"[NCBIGene:8322, 23566, 222545, 165140, 59352, 259249, 134391, 117196, 117195, 441931, 442206]",235,"hyperpolarisation, neuron",763,false
GPCRs,"[NCBIGene:8322, 23566, 222545, 165140, 59352, 259249, 134391, 117196, 117195, 441931, 442206]",235,Release of G Proteins,1426,false
GPCRs,"[NCBIGene:8322, 23566, 222545, 165140, 59352, 259249, 134391, 117196, 117195, 441931, 442206]",235,Opening of G protein gated inward rectifying K channels,1427,false
GPCRs,"[NCBIGene:8322, 23566, 222545, 165140, 59352, 259249, 134391, 117196, 117195, 441931, 442206]",235,Serotonin 1A Receptor Agonism,1431,true
GPCRs,"[NCBIGene:8322, 23566, 222545, 165140, 59352, 259249, 134391, 117196, 117195, 441931, 442206]",235,Anti-depressant Activity,1432,false
Serotonin 1A Receptor,[NCBIGene:3350],235,"hyperpolarisation, neuron",763,false
Serotonin 1A Receptor,[NCBIGene:3350],235,Release of G Proteins,1426,false
Serotonin 1A Receptor,[NCBIGene:3350],235,Opening of G protein gated inward rectifying K channels,1427,false
Serotonin 1A Receptor,[NCBIGene:3350],235,Serotonin 1A Receptor Agonism,1431,true
Serotonin 1A Receptor,[NCBIGene:3350],235,Anti-depressant Activity,1432,false
Serotonin receptors,[NCBIGene:3359],235,"hyperpolarisation, neuron",763,false
Serotonin receptors,[NCBIGene:3359],235,Release of G Proteins,1426,false
Serotonin receptors,[NCBIGene:3359],235,Opening of G protein gated inward rectifying K channels,1427,false
Serotonin receptors,[NCBIGene:3359],235,Serotonin 1A Receptor Agonism,1431,true
Serotonin receptors,[NCBIGene:3359],235,Anti-depressant Activity,1432,false
G proteins,[NCBIGene:9567],236,Release of G Proteins,1426,false
G proteins,[NCBIGene:9567],236,Inhibition of N-type Ca ion channels,1429,false
G proteins,[NCBIGene:9567],236,Inhibition of neurotransmitter vesicle release,1430,false
G proteins,[NCBIGene:9567],236,Serotonin 1A Receptor Agonism,1431,true
G proteins,[NCBIGene:9567],236,Anti-depressant Activity,1432,false
GPCRs,"[NCBIGene:8322, 23566, 222545, 165140, 59352, 259249, 134391, 117196, 117195, 441931, 442206]",236,Release of G Proteins,1426,false
GPCRs,"[NCBIGene:8322, 23566, 222545, 165140, 59352, 259249, 134391, 117196, 117195, 441931, 442206]",236,Inhibition of N-type Ca ion channels,1429,false
GPCRs,"[NCBIGene:8322, 23566, 222545, 165140, 59352, 259249, 134391, 117196, 117195, 441931, 442206]",236,Inhibition of neurotransmitter vesicle release,1430,false
GPCRs,"[NCBIGene:8322, 23566, 222545, 165140, 59352, 259249, 134391, 117196, 117195, 441931, 442206]",236,Serotonin 1A Receptor Agonism,1431,true
GPCRs,"[NCBIGene:8322, 23566, 222545, 165140, 59352, 259249, 134391, 117196, 117195, 441931, 442206]",236,Anti-depressant Activity,1432,false
Serotonin 1A Receptor,[NCBIGene:3350],236,Release of G Proteins,1426,false
Serotonin 1A Receptor,[NCBIGene:3350],236,Inhibition of N-type Ca ion channels,1429,false
Serotonin 1A Receptor,[NCBIGene:3350],236,Inhibition of neurotransmitter vesicle release,1430,false
Serotonin 1A Receptor,[NCBIGene:3350],236,Serotonin 1A Receptor Agonism,1431,true
Serotonin 1A Receptor,[NCBIGene:3350],236,Anti-depressant Activity,1432,false
Serotonin receptors,[NCBIGene:3359],236,Release of G Proteins,1426,false
Serotonin receptors,[NCBIGene:3359],236,Inhibition of N-type Ca ion channels,1429,false
Serotonin receptors,[NCBIGene:3359],236,Inhibition of neurotransmitter vesicle release,1430,false
Serotonin receptors,[NCBIGene:3359],236,Serotonin 1A Receptor Agonism,1431,true
Serotonin receptors,[NCBIGene:3359],236,Anti-depressant Activity,1432,false
TGF-1,[NCBIGene:7040],241,Epithelial Mesenchymal Transition,1457,false
TGF-1,[NCBIGene:7040],241,Pulmonary fibrosis,1458,false
TGF-1,[NCBIGene:7040],241,"Accumulation, Collagen",68,false
TGF-1,[NCBIGene:7040],241,"Increase, Differentiation of fibroblasts",1456,false
TGF-1,[NCBIGene:7040],241,"Activation, Latent Transforming Growth Factor Beta 1",1468,true
TGF-1,[NCBIGene:7040],241,"Activation, Transforming Growth Factor beta pathway",1469,false
lysyl oxidase,[NCBIGene:4015],242,"Decreased, survival",636,false
lysyl oxidase,[NCBIGene:4015],242,"Reduced, Swimming performance",1005,false
lysyl oxidase,[NCBIGene:4015],242,Thiol group of chemicals interact with sulfuhydryl groups of proteins to form thiol adducts,1462,true
lysyl oxidase,[NCBIGene:4015],242,Inhibition of lysyl oxidase,1463,false
lysyl oxidase,[NCBIGene:4015],242,Reduction of collagen crosslinking,1464,false
lysyl oxidase,[NCBIGene:4015],242,Weak collagen matrix,1465,false
lysyl oxidase,[NCBIGene:4015],242,Notochord distortion or malformations,1466,false
lysyl oxidase,[NCBIGene:4015],242,"Growth, reduction",1467,false
Aromatase,[NCBIGene:1588],25,"Inhibition, Aromatase",36,true
Aromatase,[NCBIGene:1588],25,"Reduction, Vitellogenin accumulation into oocytes and oocyte growth/development",309,false
Aromatase,[NCBIGene:1588],25,"Reduction, Plasma vitellogenin concentrations",221,false
Aromatase,[NCBIGene:1588],25,"Reduction, Cumulative fecundity and spawning",78,false
Aromatase,[NCBIGene:1588],25,"Reduction, Vitellogenin synthesis in liver",285,false
Aromatase,[NCBIGene:1588],25,"Decrease, Population growth rate",360,false
Aromatase,[NCBIGene:1588],25,"Reduction, Plasma 17beta-estradiol concentrations",219,false
Aromatase,[NCBIGene:1588],25,"Reduction, 17beta-estradiol synthesis by ovarian granulosa cells",3,false
OAT1,[NCBIGene:3777],256,"Increase, Cytotoxicity (renal tubular cell)",709,false
OAT1,[NCBIGene:3777],256,"Occurrence, Kidney toxicity",814,false
OAT1,[NCBIGene:3777],256,Mitochondrial dysfunction,177,false
OAT1,[NCBIGene:3777],256,Inhibition of mitochondrial DNA polymerase gamma (Pol gamma),1481,true
OAT1,[NCBIGene:3777],256,"Depletion, mtDNA",1482,false
OAT3,[NCBIGene:9376],256,"Increase, Cytotoxicity (renal tubular cell)",709,false
OAT3,[NCBIGene:9376],256,"Occurrence, Kidney toxicity",814,false
OAT3,[NCBIGene:9376],256,Mitochondrial dysfunction,177,false
OAT3,[NCBIGene:9376],256,Inhibition of mitochondrial DNA polymerase gamma (Pol gamma),1481,true
OAT3,[NCBIGene:9376],256,"Depletion, mtDNA",1482,false
mitochondrial DNA polymerase gamma,[NCBIGene:5428],256,"Increase, Cytotoxicity (renal tubular cell)",709,false
mitochondrial DNA polymerase gamma,[NCBIGene:5428],256,"Occurrence, Kidney toxicity",814,false
mitochondrial DNA polymerase gamma,[NCBIGene:5428],256,Mitochondrial dysfunction,177,false
mitochondrial DNA polymerase gamma,[NCBIGene:5428],256,Inhibition of mitochondrial DNA polymerase gamma (Pol gamma),1481,true
mitochondrial DNA polymerase gamma,[NCBIGene:5428],256,"Depletion, mtDNA",1482,false
reverse transcriptase,[NCBIGene:100616496],256,"Increase, Cytotoxicity (renal tubular cell)",709,false
reverse transcriptase,[NCBIGene:100616496],256,"Occurrence, Kidney toxicity",814,false
reverse transcriptase,[NCBIGene:100616496],256,Mitochondrial dysfunction,177,false
reverse transcriptase,[NCBIGene:100616496],256,Inhibition of mitochondrial DNA polymerase gamma (Pol gamma),1481,true
reverse transcriptase,[NCBIGene:100616496],256,"Depletion, mtDNA",1482,false
viral DNA polymerases,"[NCBIGene:105376906, 100862688, 100616102]",256,"Increase, Cytotoxicity (renal tubular cell)",709,false
viral DNA polymerases,"[NCBIGene:105376906, 100862688, 100616102]",256,"Occurrence, Kidney toxicity",814,false
viral DNA polymerases,"[NCBIGene:105376906, 100862688, 100616102]",256,Mitochondrial dysfunction,177,false
viral DNA polymerases,"[NCBIGene:105376906, 100862688, 100616102]",256,Inhibition of mitochondrial DNA polymerase gamma (Pol gamma),1481,true
viral DNA polymerases,"[NCBIGene:105376906, 100862688, 100616102]",256,"Depletion, mtDNA",1482,false
lysosomal enzymes,[NCBIGene:3988],257,"Increase, Cytotoxicity (renal tubular cell)",709,false
lysosomal enzymes,[NCBIGene:3988],257,"Occurrence, Kidney toxicity",814,false
lysosomal enzymes,[NCBIGene:3988],257,"Disturbance, Lysosomal function",831,false
lysosomal enzymes,[NCBIGene:3988],257,"Disruption, Lysosome",898,false
lysosomal enzymes,[NCBIGene:3988],257,"Binding of substrate, endocytic receptor",1486,true
calcium ATPase,"[NCBIGene:491, 492]",26,"Disruption, Mitochondrial electron transport chain",178,false
calcium ATPase,"[NCBIGene:491, 492]",26,"Decrease, Mitochondrial ATP production",40,false
calcium ATPase,"[NCBIGene:491, 492]",26,"Decreased, Nitric Oxide",193,false
calcium ATPase,"[NCBIGene:491, 492]",26,"Decreased, Long-term potentiation (LTP)",166,false
calcium ATPase,"[NCBIGene:491, 492]",26,"Increase, Reactive oxygen species",1115,false
calcium ATPase,"[NCBIGene:491, 492]",26,"Increase, Ca++ (intracellular)",50,false
calcium ATPase,"[NCBIGene:491, 492]",26,"Inhibition, Ca++ ATPase",51,true
calcium ATPase,"[NCBIGene:491, 492]",26,Oxidative Stress,1392,false
CYP2E1,[NCBIGene:1571],260,CYP2E1 Activation,1508,true
CYP2E1,[NCBIGene:1571],260,Protein Adduct Formation,1509,true
CYP2E1,[NCBIGene:1571],260,Lipid Peroxidation,1511,false
CYP2E1,[NCBIGene:1571],260,Unfolded Protein Response,1512,false
CYP2E1,[NCBIGene:1571],260,General Apoptosis,1513,false
CYP2E1,[NCBIGene:1571],260,Neurodegeneration,1514,false
CYP2E1,[NCBIGene:1571],260,Oxidative Stress,1392,false
L-type calcium channels,[NCBIGene:54499],261,"Blockade, L-Type Calcium Channels",1529,true
L-type calcium channels,[NCBIGene:54499],261,"Decrease, Calcium currents",1530,false
L-type calcium channels,[NCBIGene:54499],261,"Decrease, Calcium binding to Troponin C",1531,false
L-type calcium channels,[NCBIGene:54499],261,"Decrease, Cardiac contractility",1532,false
L-type calcium channels,[NCBIGene:54499],261,"Decrease, Cardiac ejection fraction",1533,false
L-type calcium channels,[NCBIGene:54499],261,Heart failure,1535,false
L-type calcium channels,[NCBIGene:54499],261,"Disruption, Intracellular calcium mobilization",1536,false
L-type calcium channels,[NCBIGene:54499],261,"Disruption, Sarcomere assembly",1537,false
LTCCs,[NCBIGene:123096],261,"Blockade, L-Type Calcium Channels",1529,true
LTCCs,[NCBIGene:123096],261,"Decrease, Calcium currents",1530,false
LTCCs,[NCBIGene:123096],261,"Decrease, Calcium binding to Troponin C",1531,false
LTCCs,[NCBIGene:123096],261,"Decrease, Cardiac contractility",1532,false
LTCCs,[NCBIGene:123096],261,"Decrease, Cardiac ejection fraction",1533,false
LTCCs,[NCBIGene:123096],261,Heart failure,1535,false
LTCCs,[NCBIGene:123096],261,"Disruption, Intracellular calcium mobilization",1536,false
LTCCs,[NCBIGene:123096],261,"Disruption, Sarcomere assembly",1537,false
hERG,[NCBIGene:3757],261,"Blockade, L-Type Calcium Channels",1529,true
hERG,[NCBIGene:3757],261,"Decrease, Calcium currents",1530,false
hERG,[NCBIGene:3757],261,"Decrease, Calcium binding to Troponin C",1531,false
hERG,[NCBIGene:3757],261,"Decrease, Cardiac contractility",1532,false
hERG,[NCBIGene:3757],261,"Decrease, Cardiac ejection fraction",1533,false
hERG,[NCBIGene:3757],261,Heart failure,1535,false
hERG,[NCBIGene:3757],261,"Disruption, Intracellular calcium mobilization",1536,false
hERG,[NCBIGene:3757],261,"Disruption, Sarcomere assembly",1537,false
Na-K ATPase,[NCBIGene:476],266,"Decrease, Adenosine triphosphate pool",1771,false
Na-K ATPase,[NCBIGene:476],266,"Decrease, Coupling of oxidative phosphorylation",1446,true
Na-K ATPase,[NCBIGene:476],266,Decreased Na/K ATPase activity,1562,false
Na-K ATPase,[NCBIGene:476],266,"Increase, Cell membrane depolarization",1527,false
Na-K ATPase,[NCBIGene:476],266,"Increase, Cell injury/death",55,false
Na-K ATPase,[NCBIGene:476],266,"Decrease, Growth",1521,false
ABCB11,[NCBIGene:8647],27,"Increase, Reactive oxygen species",1115,false
ABCB11,[NCBIGene:8647],27,"Inhibition, Bile Salt Export Pump (ABCB11)",41,true
ABCB11,[NCBIGene:8647],27,"Activation of specific nuclear receptors, Transcriptional change",288,false
ABCB11,[NCBIGene:8647],27,"Bile accumulation, Pathological condition",214,false
ABCB11,[NCBIGene:8647],27,"Release, Cytokine",87,false
ABCB11,[NCBIGene:8647],27,"Increase, Inflammation",149,false
ABCB11,[NCBIGene:8647],27,Peptide Oxidation,209,false
ABCB11,[NCBIGene:8647],27,"Cholestasis, Pathology",357,false
Thyroperoxidase,[NCBIGene:7173],271,"Thyroperoxidase, Inhibition",279,true
Thyroperoxidase,[NCBIGene:7173],271,"Thyroid hormone synthesis, Decreased",277,false
Thyroperoxidase,[NCBIGene:7173],271,"Reduction, Plasma vitellogenin concentrations",221,false
Thyroperoxidase,[NCBIGene:7173],271,"Reduction, Cumulative fecundity and spawning",78,false
Thyroperoxidase,[NCBIGene:7173],271,"Reduction, Plasma 17beta-estradiol concentrations",219,false
"I,II,III,IV","[NCBIGene:27090, 8114]",273,"Impaired, Proteostasis",889,false
"I,II,III,IV","[NCBIGene:27090, 8114]",273,"Binding of inhibitor, NADH-ubiquinone oxidoreductase (complex I)",888,true
"I,II,III,IV","[NCBIGene:27090, 8114]",273,"Inhibition, NADH-ubiquinone oxidoreductase  (complex I)",887,true
"I,II,III,IV","[NCBIGene:27090, 8114]",273,Mitochondrial dysfunction,177,false
"I,II,III,IV","[NCBIGene:27090, 8114]",273,"Increase, Reactive oxygen species",1115,false
"I,II,III,IV","[NCBIGene:27090, 8114]",273,"Increase, Mitochondrial complex III antagonism",1542,true
"I,II,III,IV","[NCBIGene:27090, 8114]",273,Mitochondrial Complex IV inhibition,1543,true
"I,II,III,IV","[NCBIGene:27090, 8114]",273,Mitochondrial Complex V inhibition,1544,true
"I,II,III,IV","[NCBIGene:27090, 8114]",273,Decrease in mitochondrial oxidative phosphorylation,1545,false
"I,II,III,IV","[NCBIGene:27090, 8114]",273,Mitochondrial Injury,1547,false
"I,II,III,IV","[NCBIGene:27090, 8114]",273,Necrotic Tissue,1548,false
"I,II,III,IV","[NCBIGene:27090, 8114]",273,Liver Injury,1549,false
"I,II,III,IV","[NCBIGene:27090, 8114]",273,Binding of inhibitor to mitochondrial complex III,1653,true
"I,II,III,IV","[NCBIGene:27090, 8114]",273,Binding of inhibitor to mitochondrial complex IV,1654,true
"I,II,III,IV","[NCBIGene:27090, 8114]",273,Binding of inhibitor to mitochondrial complex V,1655,true
"I,II,III,IV","[NCBIGene:27090, 8114]",273,"Increase, Cell injury/death",55,false
mitochondrial complexes,[NCBIGene:55972],273,"Impaired, Proteostasis",889,false
mitochondrial complexes,[NCBIGene:55972],273,"Binding of inhibitor, NADH-ubiquinone oxidoreductase (complex I)",888,true
mitochondrial complexes,[NCBIGene:55972],273,"Inhibition, NADH-ubiquinone oxidoreductase  (complex I)",887,true
mitochondrial complexes,[NCBIGene:55972],273,Mitochondrial dysfunction,177,false
mitochondrial complexes,[NCBIGene:55972],273,"Increase, Reactive oxygen species",1115,false
mitochondrial complexes,[NCBIGene:55972],273,"Increase, Mitochondrial complex III antagonism",1542,true
mitochondrial complexes,[NCBIGene:55972],273,Mitochondrial Complex IV inhibition,1543,true
mitochondrial complexes,[NCBIGene:55972],273,Mitochondrial Complex V inhibition,1544,true
mitochondrial complexes,[NCBIGene:55972],273,Decrease in mitochondrial oxidative phosphorylation,1545,false
mitochondrial complexes,[NCBIGene:55972],273,Mitochondrial Injury,1547,false
mitochondrial complexes,[NCBIGene:55972],273,Necrotic Tissue,1548,false
mitochondrial complexes,[NCBIGene:55972],273,Liver Injury,1549,false
mitochondrial complexes,[NCBIGene:55972],273,Binding of inhibitor to mitochondrial complex III,1653,true
mitochondrial complexes,[NCBIGene:55972],273,Binding of inhibitor to mitochondrial complex IV,1654,true
mitochondrial complexes,[NCBIGene:55972],273,Binding of inhibitor to mitochondrial complex V,1655,true
mitochondrial complexes,[NCBIGene:55972],273,"Increase, Cell injury/death",55,false
HDAC,[NCBIGene:9734],274,"Neural crest cell migration, reduced",1557,false
HDAC,[NCBIGene:9734],274,"Collagen production, reduced",1558,false
HDAC,[NCBIGene:9734],274,Facial cartilage structures are reduced in size and morphologically distorted,1559,false
HDAC,[NCBIGene:9734],274,Histone deacetylase inhibition,1502,true
Histone deacetylase,[NCBIGene:3065],274,"Neural crest cell migration, reduced",1557,false
Histone deacetylase,[NCBIGene:3065],274,"Collagen production, reduced",1558,false
Histone deacetylase,[NCBIGene:3065],274,Facial cartilage structures are reduced in size and morphologically distorted,1559,false
Histone deacetylase,[NCBIGene:3065],274,Histone deacetylase inhibition,1502,true
Histone deacetylases,[NCBIGene:9759],274,"Neural crest cell migration, reduced",1557,false
Histone deacetylases,[NCBIGene:9759],274,"Collagen production, reduced",1558,false
Histone deacetylases,[NCBIGene:9759],274,Facial cartilage structures are reduced in size and morphologically distorted,1559,false
Histone deacetylases,[NCBIGene:9759],274,Histone deacetylase inhibition,1502,true
collagen,[NCBIGene:1280],274,"Neural crest cell migration, reduced",1557,false
collagen,[NCBIGene:1280],274,"Collagen production, reduced",1558,false
collagen,[NCBIGene:1280],274,Facial cartilage structures are reduced in size and morphologically distorted,1559,false
collagen,[NCBIGene:1280],274,Histone deacetylase inhibition,1502,true
HDAC,[NCBIGene:9734],275,"Altered, Gene Expression",1239,false
HDAC,[NCBIGene:9734],275,Altered differentiation,1560,false
HDAC,[NCBIGene:9734],275,Neural tube defects,1561,false
HDAC,[NCBIGene:9734],275,Histone deacetylase inhibition,1502,true
HDAC,[NCBIGene:9734],275,"Histone acetylation, increase",1503,false
Histone deacetylase,[NCBIGene:3065],275,"Altered, Gene Expression",1239,false
Histone deacetylase,[NCBIGene:3065],275,Altered differentiation,1560,false
Histone deacetylase,[NCBIGene:3065],275,Neural tube defects,1561,false
Histone deacetylase,[NCBIGene:3065],275,Histone deacetylase inhibition,1502,true
Histone deacetylase,[NCBIGene:3065],275,"Histone acetylation, increase",1503,false
Histone deacetylases,[NCBIGene:9759],275,"Altered, Gene Expression",1239,false
Histone deacetylases,[NCBIGene:9759],275,Altered differentiation,1560,false
Histone deacetylases,[NCBIGene:9759],275,Neural tube defects,1561,false
Histone deacetylases,[NCBIGene:9759],275,Histone deacetylase inhibition,1502,true
Histone deacetylases,[NCBIGene:9759],275,"Histone acetylation, increase",1503,false
histone,[NCBIGene:54145],275,"Altered, Gene Expression",1239,false
histone,[NCBIGene:54145],275,Altered differentiation,1560,false
histone,[NCBIGene:54145],275,Neural tube defects,1561,false
histone,[NCBIGene:54145],275,Histone deacetylase inhibition,1502,true
histone,[NCBIGene:54145],275,"Histone acetylation, increase",1503,false
Na-K ATPase,[NCBIGene:476],276,"Binding of inhibitor, NADH-ubiquinone oxidoreductase (complex I)",888,true
Na-K ATPase,[NCBIGene:476],276,"Inhibition, NADH-ubiquinone oxidoreductase  (complex I)",887,false
Na-K ATPase,[NCBIGene:476],276,Decreased Na/K ATPase activity,1562,false
Na-K ATPase,[NCBIGene:476],276,Decreased proximal tubular vectorial transport,1563,false
Na-K ATPase,[NCBIGene:476],276,Chemical induced Fanconi syndrome,1564,false
Na-K ATPase,[NCBIGene:476],276,"Decrease, Oxidative phosphorylation",1477,false
mitochondrial complex I,[NCBIGene:4723],276,"Binding of inhibitor, NADH-ubiquinone oxidoreductase (complex I)",888,true
mitochondrial complex I,[NCBIGene:4723],276,"Inhibition, NADH-ubiquinone oxidoreductase  (complex I)",887,false
mitochondrial complex I,[NCBIGene:4723],276,Decreased Na/K ATPase activity,1562,false
mitochondrial complex I,[NCBIGene:4723],276,Decreased proximal tubular vectorial transport,1563,false
mitochondrial complex I,[NCBIGene:4723],276,Chemical induced Fanconi syndrome,1564,false
mitochondrial complex I,[NCBIGene:4723],276,"Decrease, Oxidative phosphorylation",1477,false
Caspase 8,[NCBIGene:841],278,Necrotic Tissue,1548,false
Caspase 8,[NCBIGene:841],278,Liver Injury,1549,false
Caspase 8,[NCBIGene:841],278,"Inhibition, IKK complex",1574,true
Caspase 8,[NCBIGene:841],278,"Activation, Caspase 8 pathway",1575,false
Caspase 8,[NCBIGene:841],278,"Activation, Tissue resident cells (Kuppfer cells)",1576,false
Caspase 8,[NCBIGene:841],278,"Increase, proinflammatory mediators (TNFalpha)",1579,false
Caspase 8,[NCBIGene:841],278,"Inhibition, Nuclear factor kappa B (NF-kB)",202,false
Caspase 8,[NCBIGene:841],278,"Increase, Cell injury/death",55,false
IKK complex,[NCBIGene:9641],278,Necrotic Tissue,1548,false
IKK complex,[NCBIGene:9641],278,Liver Injury,1549,false
IKK complex,[NCBIGene:9641],278,"Inhibition, IKK complex",1574,true
IKK complex,[NCBIGene:9641],278,"Activation, Caspase 8 pathway",1575,false
IKK complex,[NCBIGene:9641],278,"Activation, Tissue resident cells (Kuppfer cells)",1576,false
IKK complex,[NCBIGene:9641],278,"Increase, proinflammatory mediators (TNFalpha)",1579,false
IKK complex,[NCBIGene:9641],278,"Inhibition, Nuclear factor kappa B (NF-kB)",202,false
IKK complex,[NCBIGene:9641],278,"Increase, Cell injury/death",55,false
NF-kB,[NCBIGene:4790],278,Necrotic Tissue,1548,false
NF-kB,[NCBIGene:4790],278,Liver Injury,1549,false
NF-kB,[NCBIGene:4790],278,"Inhibition, IKK complex",1574,true
NF-kB,[NCBIGene:4790],278,"Activation, Caspase 8 pathway",1575,false
NF-kB,[NCBIGene:4790],278,"Activation, Tissue resident cells (Kuppfer cells)",1576,false
NF-kB,[NCBIGene:4790],278,"Increase, proinflammatory mediators (TNFalpha)",1579,false
NF-kB,[NCBIGene:4790],278,"Inhibition, Nuclear factor kappa B (NF-kB)",202,false
NF-kB,[NCBIGene:4790],278,"Increase, Cell injury/death",55,false
TNF-receptor,[NCBIGene:7132],278,Necrotic Tissue,1548,false
TNF-receptor,[NCBIGene:7132],278,Liver Injury,1549,false
TNF-receptor,[NCBIGene:7132],278,"Inhibition, IKK complex",1574,true
TNF-receptor,[NCBIGene:7132],278,"Activation, Caspase 8 pathway",1575,false
TNF-receptor,[NCBIGene:7132],278,"Activation, Tissue resident cells (Kuppfer cells)",1576,false
TNF-receptor,[NCBIGene:7132],278,"Increase, proinflammatory mediators (TNFalpha)",1579,false
TNF-receptor,[NCBIGene:7132],278,"Inhibition, Nuclear factor kappa B (NF-kB)",202,false
TNF-receptor,[NCBIGene:7132],278,"Increase, Cell injury/death",55,false
TNFalpha,[NCBIGene:7124],278,Necrotic Tissue,1548,false
TNFalpha,[NCBIGene:7124],278,Liver Injury,1549,false
TNFalpha,[NCBIGene:7124],278,"Inhibition, IKK complex",1574,true
TNFalpha,[NCBIGene:7124],278,"Activation, Caspase 8 pathway",1575,false
TNFalpha,[NCBIGene:7124],278,"Activation, Tissue resident cells (Kuppfer cells)",1576,false
TNFalpha,[NCBIGene:7124],278,"Increase, proinflammatory mediators (TNFalpha)",1579,false
TNFalpha,[NCBIGene:7124],278,"Inhibition, Nuclear factor kappa B (NF-kB)",202,false
TNFalpha,[NCBIGene:7124],278,"Increase, Cell injury/death",55,false
caspase 3,[NCBIGene:836],278,Necrotic Tissue,1548,false
caspase 3,[NCBIGene:836],278,Liver Injury,1549,false
caspase 3,[NCBIGene:836],278,"Inhibition, IKK complex",1574,true
caspase 3,[NCBIGene:836],278,"Activation, Caspase 8 pathway",1575,false
caspase 3,[NCBIGene:836],278,"Activation, Tissue resident cells (Kuppfer cells)",1576,false
caspase 3,[NCBIGene:836],278,"Increase, proinflammatory mediators (TNFalpha)",1579,false
caspase 3,[NCBIGene:836],278,"Inhibition, Nuclear factor kappa B (NF-kB)",202,false
caspase 3,[NCBIGene:836],278,"Increase, Cell injury/death",55,false
Cyclooxygenase,[NCBIGene:5742],28,"Inhibition, Cyclooxygenase activity",79,true
Cyclooxygenase,[NCBIGene:5742],28,"Reduction, Prostaglandin E2 concentration",243,false
Cyclooxygenase,[NCBIGene:5742],28,"Reduction, Ca and HCO3 transport to shell gland",49,false
Cyclooxygenase,[NCBIGene:5742],28,"Reduction, Eggshell thickness",106,false
Cyclooxygenase,[NCBIGene:5742],28,"N/A, Gap",119,false
Cyclooxygenase,[NCBIGene:5742],28,"N/A, Reproductive failure",253,false
Acetylcholinesterase,[NCBIGene:43],281,"Overactivation, NMDARs",388,false
Acetylcholinesterase,[NCBIGene:43],281,"Increased, Intracellular Calcium overload",389,false
Acetylcholinesterase,[NCBIGene:43],281,"Increased, glutamate",1350,false
Acetylcholinesterase,[NCBIGene:43],281,Increased Muscarinic Acetylcholine Receptors,1602,false
Acetylcholinesterase,[NCBIGene:43],281,"Occurrence, Focal Seizure",1623,false
Acetylcholinesterase,[NCBIGene:43],281,Status epilepticus,1788,false
Acetylcholinesterase,[NCBIGene:43],281,Acetylcholine accumulation in synapses,10,false
Acetylcholinesterase,[NCBIGene:43],281,Acetylcholinesterase (AchE) Inhibition,12,true
Acetylcholinesterase,[NCBIGene:43],281,"Increase, Cell injury/death",55,false
Acetylcholinesterase,[NCBIGene:43],281,"N/A, Neurodegeneration",352,false
Cholinesterase,[NCBIGene:590],281,"Overactivation, NMDARs",388,false
Cholinesterase,[NCBIGene:590],281,"Increased, Intracellular Calcium overload",389,false
Cholinesterase,[NCBIGene:590],281,"Increased, glutamate",1350,false
Cholinesterase,[NCBIGene:590],281,Increased Muscarinic Acetylcholine Receptors,1602,false
Cholinesterase,[NCBIGene:590],281,"Occurrence, Focal Seizure",1623,false
Cholinesterase,[NCBIGene:590],281,Status epilepticus,1788,false
Cholinesterase,[NCBIGene:590],281,Acetylcholine accumulation in synapses,10,false
Cholinesterase,[NCBIGene:590],281,Acetylcholinesterase (AchE) Inhibition,12,true
Cholinesterase,[NCBIGene:590],281,"Increase, Cell injury/death",55,false
Cholinesterase,[NCBIGene:590],281,"N/A, Neurodegeneration",352,false
Nicotinic acetylcholine receptor,[NCBIGene:1134],281,"Overactivation, NMDARs",388,false
Nicotinic acetylcholine receptor,[NCBIGene:1134],281,"Increased, Intracellular Calcium overload",389,false
Nicotinic acetylcholine receptor,[NCBIGene:1134],281,"Increased, glutamate",1350,false
Nicotinic acetylcholine receptor,[NCBIGene:1134],281,Increased Muscarinic Acetylcholine Receptors,1602,false
Nicotinic acetylcholine receptor,[NCBIGene:1134],281,"Occurrence, Focal Seizure",1623,false
Nicotinic acetylcholine receptor,[NCBIGene:1134],281,Status epilepticus,1788,false
Nicotinic acetylcholine receptor,[NCBIGene:1134],281,Acetylcholine accumulation in synapses,10,false
Nicotinic acetylcholine receptor,[NCBIGene:1134],281,Acetylcholinesterase (AchE) Inhibition,12,true
Nicotinic acetylcholine receptor,[NCBIGene:1134],281,"Increase, Cell injury/death",55,false
Nicotinic acetylcholine receptor,[NCBIGene:1134],281,"N/A, Neurodegeneration",352,false
CHOP,[NCBIGene:1649],285,Unfolded Protein Response,1512,false
CHOP,[NCBIGene:1649],285,Apoptosis,1262,false
CHOP,[NCBIGene:1649],285,Liver Injury,1549,false
CHOP,[NCBIGene:1649],285,"Increased, Liver Steatosis",459,false
CHOP,[NCBIGene:1649],285,Inhibition of N-linked glycosylation,1604,true
CHOP,[NCBIGene:1649],285,Accumulation of misfolded proteins,1605,false
CHOP,[NCBIGene:1649],285,Activation of hepatic stellate cells,1606,false
